Production_ID,Date,Production_Line,Shift,Machine_ID,Operator_ID,Product,Planned_Qty,Produced_Qty,Scrap_Qty,Downtime_Minutes,Downtime_Reason,Efficiency_Percent,Scrap_Rate_Percent
PRD05908,2025-06-16,Finishing Line,C,MC016,OP018,HR Sheet,2365,2330,35,2,Power Failure,90.0,1.48
PRD05909,2025-09-17,Cut-to-Length Line,A,MC005,OP030,GP Coil,697,684,13,29,Mechanical Failure,94.5,1.87
PRD05910,2025-08-31,Pickling Line,C,MC020,OP027,GP Coil,1848,1839,9,23,Scheduled Maintenance,95.7,0.49
PRD05911,2025-10-02,Rolling Line,A,MC006,OP004,GP Coil,1796,1770,26,84,Power Failure,97.8,1.45
PRD05912,2025-04-12,Cut-to-Length Line,B,MC002,OP027,Steel Plate,776,746,30,76,Mechanical Failure,96.6,3.87
PRD05913,2025-06-22,Slitting Line,A,MC005,OP028,GI Sheet,1872,1840,32,23,Quality Inspection,98.0,1.71
PRD05914,2025-06-20,Rolling Line,A,MC010,OP018,HR Coil,1329,1315,14,100,Quality Inspection,99.0,1.05
PRD05915,2025-05-21,Finishing Line,A,MC019,OP012,GI Sheet,1426,1385,41,2,Quality Inspection,95.1,2.88
PRD05916,2025-07-07,Slitting Line,C,MC001,OP007,GI Sheet,630,603,27,33,Mechanical Failure,90.2,4.29
PRD05917,2025-03-27,Rolling Line,B,MC006,OP019,Steel Plate,1817,1748,69,77,Mechanical Failure,92.4,3.8
PRD05918,2025-02-21,Finishing Line,B,MC016,OP007,HR Coil,1967,1948,19,29,Quality Inspection,94.6,0.97
PRD05919,2025-04-21,Finishing Line,C,MC010,OP002,HR Coil,1615,1599,16,20,Quality Inspection,91.3,0.99
PRD05920,2025-12-31,Slitting Line,B,MC008,OP014,GI Sheet,1487,1437,50,62,Material Shortage,90.6,3.36
PRD05921,2025-12-08,Slitting Line,B,MC020,OP004,GI Sheet,1204,1165,39,81,Material Shortage,94.6,3.24
PRD05922,2025-02-12,Pickling Line,B,MC019,OP011,Steel Strip,1855,1795,60,72,Scheduled Maintenance,93.5,3.23
PRD05923,2025-07-30,Cut-to-Length Line,A,MC020,OP023,CR Sheet,1155,1133,22,66,Power Failure,96.4,1.9
PRD05924,2025-07-19,Rolling Line,A,MC007,OP014,Steel Strip,1868,1814,54,52,Quality Inspection,95.5,2.89
PRD05925,2025-10-25,Pickling Line,A,MC015,OP028,Steel Strip,2373,2293,80,72,Power Failure,99.0,3.37
PRD05926,2025-12-12,Finishing Line,B,MC005,OP006,GP Coil,635,625,10,11,Quality Inspection,99.0,1.57
PRD05927,2025-08-28,Slitting Line,A,MC004,,CR Sheet,1337,1282,55,65,Mechanical Failure,96.7,4.11
PRD05928,2025-04-25,Finishing Line,B,MC019,OP029,GI Sheet,1446,1409,37,17,Material Shortage,97.0,2.56
PRD05929,2025-01-26,Finishing Line,B,MC019,OP024,CR Coil,1957,1925,32,3,Power Failure,96.2,1.64
PRD05930,2025-10-26,Slitting Line,A,MC010,OP027,GP Coil,1980,1944,36,28,Power Failure,94.1,1.82
PRD05931,2025-03-18,Cut-to-Length Line,C,MC008,OP025,CR Coil,1413,1394,19,0,Mechanical Failure,93.5,1.34
PRD05932,2025-05-17,Slitting Line,C,MC020,OP016,GI Sheet,721,699,22,53,Scheduled Maintenance,92.5,3.05
PRD05933,2025-01-20,Cut-to-Length Line,A,MC001,OP020,CR Sheet,2119,2081,38,39,Quality Inspection,95.5,1.79
PRD05934,2025-07-30,Cut-to-Length Line,C,MC020,OP016,HR Sheet,709,683,26,4,Quality Inspection,93.2,3.67
PRD05935,2025-08-28,Slitting Line,B,MC013,OP025,GI Sheet,2264,2204,60,43,Quality Inspection,94.8,2.65
PRD05936,2025-02-08,Cut-to-Length Line,C,MC007,OP029,Steel Plate,1808,1717,91,61,Tool Change,98.3,5.03
PRD05937,2025-09-25,Finishing Line,A,MC002,OP003,Steel Strip,1214,1160,54,10,Quality Inspection,97.0,4.45
PRD05938,2025-07-26,Slitting Line,A,MC009,OP016,GI Sheet,1989,1919,70,31,Mechanical Failure,96.9,3.52
PRD05939,2025-09-24,Rolling Line,C,MC019,OP030,CR Sheet,2324,2281,43,121,Quality Inspection,92.0,1.85
PRD05940,2025-06-03,Rolling Line,C,MC009,OP018,Steel Plate,758,719,39,83,Scheduled Maintenance,90.4,5.15
PRD05941,2025-02-11,Pickling Line,B,MC017,OP008,Steel Strip,1895,1864,31,8,Scheduled Maintenance,92.8,1.64
PRD05942,2025-01-11,Finishing Line,C,MC018,OP010,Steel Strip,847,832,15,17,Power Failure,92.8,1.77
PRD05943,2025-10-21,Finishing Line,B,MC010,OP022,Steel Plate,1912,1839,73,16,Tool Change,95.1,3.82
PRD05944,2025-04-08,Pickling Line,A,MC001,OP024,HR Coil,2499,2434,65,11,Mechanical Failure,96.8,2.6
PRD05945,2025-10-02,Pickling Line,A,MC011,OP003,Steel Plate,2094,1972,122,37,Material Shortage,98.7,5.83
PRD05946,2025-08-18,Slitting Line,A,MC019,OP029,HR Coil,759,739,20,3,Power Failure,98.4,2.64
PRD05947,2025-08-08,Rolling Line,C,MC019,OP014,HR Coil,2181,2134,47,19,Tool Change,90.5,2.15
PRD05948,2025-03-06,Pickling Line,C,MC002,OP015,HR Sheet,654,635,19,4,Mechanical Failure,95.0,2.91
PRD05949,2025-12-21,Pickling Line,B,MC005,OP024,GP Coil,1157,1123,34,26,Power Failure,96.2,2.94
PRD05950,2025-08-20,Pickling Line,B,MC003,OP027,HR Coil,1205,1199,6,82,Scheduled Maintenance,94.9,0.5
PRD05951,2025-11-24,Finishing Line,C,MC013,OP030,Steel Strip,633,617,16,26,Quality Inspection,95.9,2.53
PRD05952,2025-02-21,Cut-to-Length Line,A,MC007,OP026,GP Coil,1763,1747,16,73,Mechanical Failure,95.9,0.91
PRD05953,2025-09-20,Cut-to-Length Line,A,MC011,OP026,GP Coil,1261,1237,24,50,Mechanical Failure,96.7,1.9
PRD05954,2025-09-24,Rolling Line,B,MC017,OP002,GP Coil,1366,1332,34,70,Material Shortage,95.7,2.49
PRD05955,2025-12-25,Finishing Line,B,MC001,OP016,Steel Strip,1990,1902,88,31,Scheduled Maintenance,96.4,4.42
PRD05956,2025-11-13,Cut-to-Length Line,C,MC004,OP027,GI Sheet,2256,2181,75,69,Material Shortage,87.3,3.32
PRD05957,2025-11-20,Finishing Line,A,MC001,OP013,HR Sheet,1790,1756,34,32,Tool Change,98.9,1.9
PRD05958,2025-06-03,Slitting Line,B,MC009,OP029,CR Sheet,1945,1861,84,23,Quality Inspection,99.0,4.32
PRD05959,2025-12-24,Pickling Line,C,MC018,OP023,Steel Plate,1716,1613,103,66,Tool Change,91.1,6.0
PRD05960,2025-05-20,Pickling Line,A,MC017,OP029,Steel Strip,1710,1626,84,95,Scheduled Maintenance,95.4,4.91
PRD05961,2025-02-20,Rolling Line,B,MC019,OP015,HR Sheet,2345,2265,80,62,Material Shortage,96.2,3.41
PRD05962,2025-04-27,Cut-to-Length Line,A,MC015,OP014,Steel Plate,1032,991,41,50,Mechanical Failure,98.7,3.97
PRD05963,2025-02-15,Finishing Line,B,MC010,OP018,CR Coil,1750,1716,34,27,Material Shortage,96.4,1.94
PRD05964,2025-11-05,Rolling Line,C,MC012,OP016,CR Coil,1132,1117,15,124,Tool Change,92.3,1.33
PRD05965,2025-03-29,Rolling Line,A,MC016,OP012,GI Sheet,1787,1732,55,66,Tool Change,96.0,3.08
PRD05966,2025-07-27,Cut-to-Length Line,C,MC012,OP014,HR Coil,2102,2064,38,16,Material Shortage,95.9,1.81
PRD05967,2025-09-26,Slitting Line,A,MC001,OP027,Steel Strip,2178,2113,65,31,Quality Inspection,94.6,2.98
PRD05968,2025-03-30,Cut-to-Length Line,A,MC013,OP015,CR Coil,616,606,10,35,Mechanical Failure,97.2,1.62
PRD05969,2025-04-28,Cut-to-Length Line,B,MC004,OP002,Steel Strip,2116,2034,82,0,Tool Change,90.7,3.88
PRD05970,2025-02-23,Slitting Line,C,MC020,OP005,Steel Strip,2280,2184,96,61,Mechanical Failure,94.7,4.21
PRD05971,2025-04-26,Finishing Line,A,MC012,OP027,HR Sheet,2417,2337,80,10,Tool Change,95.0,3.31
PRD05972,2025-04-28,Pickling Line,A,MC019,OP030,CR Coil,1359,1345,14,56,Material Shortage,97.7,1.03
PRD05973,2025-09-17,Finishing Line,B,MC015,OP013,Steel Strip,997,971,26,41,Mechanical Failure,94.6,2.61
PRD05974,2025-03-16,Cut-to-Length Line,B,MC009,OP025,GP Coil,688,671,17,6,Tool Change,93.2,2.47
PRD05975,2025-11-01,Finishing Line,A,MC007,OP018,Steel Strip,1495,1431,64,18,Mechanical Failure,98.7,4.28
PRD05976,2025-01-07,Rolling Line,A,MC006,OP013,Steel Strip,806,763,43,93,Material Shortage,95.5,5.33
PRD05977,2025-05-02,Slitting Line,C,MC009,OP009,CR Coil,924,905,19,34,Material Shortage,97.2,2.06
PRD05978,2025-01-11,Rolling Line,C,MC018,OP029,Steel Strip,705,675,30,77,Material Shortage,92.4,4.26
PRD05979,2025-12-14,Pickling Line,A,MC008,OP024,Steel Plate,2403,2315,88,46,Mechanical Failure,94.1,3.66
PRD05980,2025-08-03,Finishing Line,B,MC018,OP010,HR Sheet,1259,1217,42,1,Tool Change,96.1,3.34
PRD05981,2025-10-06,Pickling Line,A,MC013,OP020,GP Coil,644,631,13,72,Tool Change,96.4,2.02
PRD05982,2025-01-28,Finishing Line,C,MC007,OP005,GI Sheet,2153,2105,48,23,Quality Inspection,92.7,2.23
PRD05983,2025-08-23,Slitting Line,A,MC012,OP029,GI Sheet,922,888,34,34,Mechanical Failure,93.5,3.69
PRD05984,2025-11-09,Slitting Line,A,MC005,OP006,GI Sheet,2055,1976,79,26,Scheduled Maintenance,94.9,3.84
PRD05985,2025-01-26,Finishing Line,C,MC016,OP009,GP Coil,1818,1785,33,3,Mechanical Failure,92.8,1.82
PRD05986,2025-02-23,Pickling Line,A,MC008,OP026,CR Coil,1721,1683,38,56,Mechanical Failure,98.9,2.21
PRD05987,2025-01-29,Cut-to-Length Line,A,MC007,OP029,CR Coil,1977,1944,33,68,Power Failure,94.1,1.67
PRD05988,2025-12-19,Slitting Line,C,MC001,OP022,Steel Plate,576,546,30,57,Tool Change,93.1,5.21
PRD05989,2025-06-13,Finishing Line,C,MC002,OP022,GP Coil,2198,2176,22,41,Mechanical Failure,93.4,1.0
PRD05990,2025-09-27,Pickling Line,A,MC009,OP011,GP Coil,1878,1850,28,49,Mechanical Failure,92.5,1.49
PRD05991,2025-11-30,Cut-to-Length Line,B,MC015,OP015,sTEEL pLATE,1889,1776,113,56,Quality Inspection,94.0,5.98
PRD05992,2025-02-04,Rolling Line,B,MC007,OP006,CR Coil,654,643,11,48,Power Failure,91.9,1.68
PRD05993,2025-10-13,Pickling Line,B,MC007,OP026,CR Coil,1299,1271,28,84,Scheduled Maintenance,96.7,2.16
PRD05994,2025-12-14,Finishing Line,C,MC020,OP017,HR Coil,1109,1089,20,43,Tool Change,90.5,1.8
PRD05995,2025-09-30,Finishing Line,C,MC013,OP001,HR Coil,1270,1239,31,0,Scheduled Maintenance,93.8,2.44
PRD05996,2025-07-27,Rolling Line,C,MC004,OP009,Steel Strip,2451,2377,74,57,Quality Inspection,94.8,3.02
PRD05997,2025-08-26,Slitting Line,A,MC019,OP026,HR Coil,2234,2185,49,97,Mechanical Failure,96.2,2.19
PRD05998,2025-04-03,Pickling Line,B,MC010,OP030,HR Coil,2325,2240,85,0,Quality Inspection,93.6,3.66
PRD05999,2025-06-22,Rolling Line,B,MC004,OP018,Steel Strip,1160,1119,41,50,Tool Change,94.2,3.53
PRD06000,2025-03-20,Cut-to-Length Line,A,MC012,OP021,CR Coil,656,648,8,73,Power Failure,97.6,1.22
PRD06001,2025-04-20,Rolling Line,A,MC003,OP025,GI Sheet,1783,1738,45,143,Tool Change,94.7,2.52
PRD06002,2025-08-05,Slitting Line,A,MC008,OP006,GP Coil,1975,1943,32,79,Mechanical Failure,97.1,1.62
PRD06003,2025-12-24,Cut-to-Length Line,A,MC017,OP025,HR Coil,2394,2342,52,69,Scheduled Maintenance,98.9,2.17
PRD06004,2025-04-16,Pickling Line,A,MC006,OP014,GI Sheet,1140,1117,23,48,Power Failure,93.4,2.02
PRD06005,2025-02-16,Cut-to-Length Line,A,MC013,OP030,HR Coil,658,640,18,82,Material Shortage,97.6,2.74
PRD06006,2025-06-30,Finishing Line,A,MC018,OP002,HR Sheet,928,896,32,32,Scheduled Maintenance,95.8,3.45
PRD06007,2025-03-05,Rolling Line,B,MC016,OP010,Steel Plate,836,827,9,67,Tool Change,96.1,1.08
PRD06008,2025-09-03,Cut-to-Length Line,B,MC011,OP027,CR Sheet,826,793,33,81,Material Shortage,94.2,4.0
PRD06009,2025-09-01,Slitting Line,A,MC014,OP001,HR Coil,2471,2434,37,39,Quality Inspection,94.0,1.5
PRD06010,2025-11-16,Slitting Line,C,MC001,OP030,CR Sheet,2404,2392,12,16,Power Failure,92.6,0.5
PRD06011,2025-03-28,Rolling Line,B,MC012,OP018,Steel Plate,1523,1450,73,123,Mechanical Failure,94.6,4.79
PRD06012,2025-08-05,Rolling Line,C,MC020,OP002,Steel Strip,1055,1001,54,153,Mechanical Failure,96.3,5.12
PRD06013,2025-01-07,Slitting Line,C,MC006 ,OP021,CR Sheet,2469,2389,80,31,Power Failure,89.5,3.24
PRD06014,2025-10-05,Slitting Line,A,MC007,OP001,GP Coil,1815,1794,21,28,Power Failure,95.5,1.16
PRD06015,2025-12-03,Finishing Line,B,MC011,OP015,HR Coil,2056,1988,68,0,Material Shortage,91.3,3.31
PRD06016,2025-07-29,Cut-to-Length Line,B,MC001,OP011,Steel Plate,778,731,47,74,Tool Change,90.1,6.04
PRD06017,2025-06-18,Finishing Line,B,MC003,OP002,GP Coil,1216,1205,11,36,Power Failure,93.8,0.9
PRD06018,2025-11-26,Pickling Line,A,MC013,OP015,HR Coil,1501,1455,46,38,Quality Inspection,95.6,3.06
PRD06019,2025-05-18,Slitting Line,C,MC006,OP021,Steel Strip,533,512,21,64,Material Shortage,94.0,3.94
PRD06020,2025-11-02,Slitting Line,A,MC010,OP014,CR Sheet,1879,1845,34,22,Mechanical Failure,96.2,1.81
PRD06021,2025-08-18,Slitting Line,C,MC007,OP005,CR Sheet,1208,1160,48,28,Mechanical Failure,98.4,3.97
PRD06022,2025-11-04,Slitting Line,C,MC011,OP023,CR Sheet,599,578,21,0,Tool Change,92.0,3.51
PRD06023,2025-06-10,Cut-to-Length Line,B,MC015,OP004,HR Coil,1298,1279,19,60,Quality Inspection,93.3,1.46
PRD06024,2025-01-01,Pickling Line,A,MC011,OP030,Steel Strip,1791,1709,82,51,Mechanical Failure,97.7,4.58
PRD06025,2025-08-24,Slitting Line,B,MC018,OP022,CR Coil,1505,1480,25,42,Quality Inspection,95.5,1.66
PRD06026,2025-07-07,Rolling Line,A,MC001,OP022,GI Sheet,1245,1205,40,108,Mechanical Failure,94.8,3.21
PRD06027,2025-01-04,Rolling Line,A,MC014,OP009,HR Sheet,1423,1385,38,132,Quality Inspection,94.5,2.67
PRD06028,2025-05-12,Rolling Line,C,MC012,OP013,GI Sheet,931,901,30,68,Mechanical Failure,95.2,3.22
PRD06029,2025-08-06,Rolling Line,B,MC001,OP003,GP Coil,1295,1265,30,146,Tool Change,94.5,2.32
PRD06030,2025-09-17,Cut-to-Length Line,B,MC018,OP025,Steel Plate,2298,2210,88,53,Tool Change,95.2,3.83
PRD06031,2025-01-01,Rolling Line,C,MC017,OP011,GI Sheet,2197,2103,94,69,Quality Inspection,93.3,4.28
PRD06032,2025-03-12,Cut-to-Length Line,A,MC014,OP014,Steel Plate,713,670,43,56,Mechanical Failure,94.5,6.03
PRD06033,2025-06-27,Slitting Line,B,MC012,OP029,Steel Plate,2157,2086,71,85,Mechanical Failure,94.6,3.29
PRD06034,2025-07-08,Rolling Line,B,MC001,OP009,GI Sheet,1318,1295,23,55,Scheduled Maintenance,94.1,1.75
PRD06035,2025-10-18,Finishing Line,B,MC019,OP029,GI Sheet,871,838,33,29,Power Failure,94.5,3.79
PRD06036,2025-01-08,Pickling Line,C,MC004,OP013,HR Sheet,1099,1083,16,51,Material Shortage,96.2,1.46
PRD06037,2025-09-10,Slitting Line,C,MC005,OP029,CR Sheet,705,677,28,53,Tool Change,89.0,3.97
PRD06038,2025-10-19,Finishing Line,B,MC005,OP030,Steel Plate,2115,2011,104,10,Mechanical Failure,93.8,4.92
PRD06039,2025-09-01,Rolling Line,B,MC002,OP002,Steel Plate,1022,983,39,34,Mechanical Failure,95.1,3.82
PRD06040,2025-05-03,Rolling Line,B,MC011,OP030,HR Coil,2001,1969,32,117,Mechanical Failure,95.5,1.6
PRD06041,2025-10-26,Cut-to-Length Line,C,MC003,OP018,CR Sheet,793,779,14,65,Quality Inspection,92.1,1.77
PRD06042,2025-10-10,Cut-to-Length Line,B,MC008,OP007,hr coil,669,656,13,42,Scheduled Maintenance,94.3,1.94
PRD06043,2025-02-01,Slitting Line,A,MC002,OP024,Steel Plate,1658,1584,74,8,Scheduled Maintenance,95.8,4.46
PRD06044,2025-11-30,Rolling Line,A,MC004,OP003,GI Sheet,1313,1272,41,60,Mechanical Failure,93.9,3.12
PRD06045,2025-05-26,Finishing Line,C,MC007,OP007,HR Coil,1056,1047,9,14,Tool Change,90.1,0.85
PRD06046,2025-06-05,Slitting Line,A,MC019,OP007,Steel Plate,1654,1586,68,72,Tool Change,95.3,4.11
PRD06047,2025-01-16,Rolling Line,B,MC019,OP023,HR Sheet,834,812,22,31,Mechanical Failure,95.6,2.64
PRD06048,2025-12-21,Pickling Line,C,MC007,OP002,Steel Strip,1196,1156,40,65,Material Shortage,91.4,3.34
PRD06049,2025-02-16,Finishing Line,A,MC008,OP008,CR Sheet,868,841,27,36,Tool Change,94.4,3.11
PRD06050,2025-09-08,Rolling Line,B,MC014,OP011,Steel Plate,1681,1609,72,53,Scheduled Maintenance,94.3,4.28
PRD06051,2025-07-06,Cut-to-Length Line,A,MC004,OP016,GP Coil,2286,2240,46,15,Mechanical Failure,96.4,2.01
PRD06052,2025-01-31,Pickling Line,C,MC014,OP026,GP Coil,754,739,15,77,Material Shortage,93.9,1.99
PRD06053,2025-09-17,Pickling Line,A,MC001,OP008,Steel Plate,2132,2017,115,106,Mechanical Failure,96.7,5.39
PRD06054,2025-01-17,Cut-to-Length Line,B,MC005,OP014,CR Sheet,1752,1712,40,40,Tool Change,94.9,2.28
PRD06055,2025-02-08,Finishing Line,B,MC011,OP005,Steel Plate,1831,1748,83,14,Quality Inspection,96.0,4.53
PRD06056,2025-10-31,Slitting Line,C,MC015,OP023,Steel Plate,1732,1656,76,30,Tool Change,92.6,4.39
PRD06057,2025-02-08,Rolling Line,A,MC020,OP007,HR Sheet,1321,1283,38,61,Tool Change,95.2,2.88
PRD06058,2025-05-12,Finishing Line,B,MC014,OP010,HR Coil,1315,1286,29,16,Power Failure,93.8,2.21
PRD06059,2025-01-30,Cut-to-Length Line,A,MC013,OP020,CR Coil,2375,2323,52,67,Power Failure,96.1,2.19
PRD06060,2025-06-07,Pickling Line,A,MC007,OP030,HR Coil,2196,2136,60,20,Material Shortage,94.0,2.73
PRD06061,2025-10-05,Pickling Line,C,MC018,OP021,Steel Plate,1102,1039,63,59,Mechanical Failure,89.2,5.72
PRD06062,2025-07-22,Cut-to-Length Line,A,MC006,OP028,CR Sheet,1671,1610,61,24,Power Failure,93.8,3.65
PRD06063,2025-03-07,Cut-to-Length Line,C,MC020,OP029,HR Coil,2133,2091,42,94,Mechanical Failure,92.4,1.97
PRD06064,2025-04-18,Finishing Line,C,MC007,OP006,CR Coil,1784,1752,32,42,Scheduled Maintenance,91.1,1.79
PRD06065,2025-09-25,Pickling Line,C,MC009,OP006,CR Coil,2035,1990,45,67,Material Shortage,87.9,2.21
PRD06066,2025-08-10,Slitting Line,B,MC002,OP010,HR Sheet,709,693,16,16,Tool Change,98.5,2.26
PRD06067,2025-10-19,Cut-to-Length Line,A,MC008,OP009,CR Sheet,710,696,14,70,Quality Inspection,95.4,1.97
PRD06068,2025-01-18,Slitting Line,B,MC006,OP003,CR Coil,2163,2132,31,37,Mechanical Failure,99.0,1.43
PRD06069,2025-03-31,Pickling Line,C,MC009,OP005,CR Sheet,1753,1665,88,45,Quality Inspection,92.4,5.02
PRD06070,2025-06-30,Slitting Line,C,MC007,OP017,Steel Strip,900,866,34,12,Scheduled Maintenance,98.5,3.78
PRD06071,2025-09-12,Rolling Line,B,MC005,OP001,CR Sheet,1482,1445,37,84,Scheduled Maintenance,93.6,2.5
PRD06072,2025-09-10,Pickling Line,C,MC017,OP010,Steel Plate,862,825,37,63,Mechanical Failure,89.4,4.29
PRD06073,2025-09-14,Cut-to-Length Line,C,MC007,OP005,CR Sheet,2402,2318,84,81,Power Failure,94.8,3.5
PRD06074,2025-12-12,Cut-to-Length Line,C,MC016,OP001,GI Sheet,1013,987,26,81,Mechanical Failure,88.9,2.57
PRD06075,2025-03-28,Pickling Line,C,MC011,OP027,GI Sheet,2399,2327,72,32,Tool Change,94.6,3.0
PRD06076,2025-03-31,Rolling Line,C,MC014,OP028,CR Sheet,2443,2385,58,72,Mechanical Failure,95.2,2.37
PRD06077,2025-08-25,Slitting Line,C,MC003,OP023,GI Sheet,678,650,28,40,Mechanical Failure,95.4,4.13
PRD06078,2025-03-11,Cut-to-Length Line,A,MC008,OP010,GP Coil,1772,1733,39,58,Power Failure,97.0,2.2
PRD06079,2025-02-13,Slitting Line,C,MC015,OP024,GI Sheet,2415,2358,57,42,Material Shortage,92.9,2.36
PRD06080,2025-07-19,Cut-to-Length Line,A,MC009,OP014,Steel Plate,2339,2306,33,59,Tool Change,97.2,1.41
PRD06081,2025-06-01,Pickling Line,B,MC016,OP026,Steel Plate,2079,1981,98,52,Mechanical Failure,93.7,4.71
PRD06082,2025-03-27,Slitting Line,C,MC018,OP016,GP Coil,884,863,21,36,Tool Change,87.0,2.38
PRD06083,2025-01-19,Cut-to-Length Line,B,MC008,OP018,Steel Strip,2343,2277,66,65,Power Failure,96.2,2.82
PRD06084,2025-04-11,Rolling Line,C,MC007,OP019,Steel Plate,2313,2204,109,19,Scheduled Maintenance,95.3,4.71
PRD06085,2025-04-05,Pickling Line,B,MC020,OP014,Steel Strip,1153,1120,33,31,Quality Inspection,96.4,2.86
PRD06086,2025-09-11,Rolling Line,B,MC010,OP010,Steel Plate,1371,1342,29,116,Tool Change,99.0,2.12
PRD06087,2025-12-23,Rolling Line,A,MC012,OP008,CR Sheet,2112,2052,60,75,Mechanical Failure,96.3,2.84
PRD06088,2025-01-30,Pickling Line,B,MC012,OP016,GP Coil,2111,2060,51,52,Mechanical Failure,96.1,2.42
PRD06089,2025-09-06,Pickling Line,C,MC010,OP011,CR Sheet,2234,2185,49,34,Material Shortage,94.4,2.19
PRD06090,2025-02-02,Cut-to-Length Line,A,MC002,OP030,Steel Strip,1333,1283,50,100,Mechanical Failure,98.7,3.75
PRD06091,2025-08-17,Cut-to-Length Line,B,MC012,OP017,Steel Strip,1384,1333,51,49,Quality Inspection,94.4,3.68
PRD06092,2025-01-12,Cut-to-Length Line,A,MC006,OP013,Steel Strip,1846,1784,62,0,Mechanical Failure,94.4,3.36
PRD06093,2025-04-28,Slitting Line,C,MC001,OP025,GP Coil,1307,1285,22,30,Mechanical Failure,95.0,1.68
PRD06094,2025-12-16,Cut-to-Length Line,A,MC009,OP005,GP Coil,1687,1659,28,87,Scheduled Maintenance,98.7,1.66
PRD06095,2025-06-04,Pickling Line,C,MC020,OP015,HR Sheet,2284,2225,59,55,Scheduled Maintenance,92.1,2.58
PRD06096,2025-09-03,Pickling Line,B,MC016,OP016,Steel Plate,1216,1186,30,6,Material Shortage,93.7,2.47
PRD06097,2025-11-28,Pickling Line,A,MC017,OP010,GP Coil,1263,1253,10,41,Scheduled Maintenance,98.7,0.79
PRD06098,2025-09-04,Finishing Line,C,MC020,OP017,Steel Strip,813,780,33,0,Scheduled Maintenance,93.4,4.06
PRD06099,2025-01-29,Rolling Line,B,MC006,OP027,HR Sheet,1562,1508,54,49,Tool Change,95.0,3.46
PRD06100,2025-06-10,Finishing Line,B,MC004,OP015,CR Coil,2257,2198,59,9,Mechanical Failure,92.4,2.61
PRD06101,2025-08-23,Rolling Line,C,MC009,OP026,HR Coil,607,596,11,137,Material Shortage,95.5,1.81
PRD06102,2025-07-09,Slitting Line,B,MC020,OP008,GP Coil,2007,1974,33,23,Tool Change,99.0,1.64
PRD06103,2025-04-27,Slitting Line,C,MC008,OP009,HR Sheet,1944,1928,16,27,Material Shortage,90.4,0.82
PRD06104,2025-09-28,Cut-to-Length Line,C,MC018,OP009,Steel Strip,1921,1842,79,15,Mechanical Failure,92.7,4.11
PRD06105,2025-09-15,Rolling Line,B,MC012,OP011,GP Coil,1843,1817,26,12,Scheduled Maintenance,97.5,1.41
PRD06106,2025-06-29,Finishing Line,B,MC007,OP027,GP Coil,2061,2034,27,10,Quality Inspection,96.6,1.31
PRD06107,2025-06-21,Finishing Line,A,MC008,OP009,Steel Strip,2402,2323,79,14,Power Failure,96.1,3.29
PRD06108,2025-10-01,Cut-to-Length Line,C,MC010,OP022,HR Sheet,2459,2386,73,55,Quality Inspection,87.0,2.97
PRD06109,2025-09-16,Pickling Line,C,MC003,OP011,Steel Strip,1274,1220,54,94,Quality Inspection,96.4,4.24
PRD06110,2025-05-15,Finishing Line,B,MC018,OP007,GP Coil,1103,1084,19,27,Tool Change,93.0,1.72
PRD06111,2025-06-20,Finishing Line,A,MC009,OP028,HR Coil,1915,1894,21,1,Tool Change,95.3,1.1
PRD06112,2025-07-29,Pickling Line,A,MC005,OP030,Steel Plate,1986,1908,78,80,Mechanical Failure,93.3,3.93
PRD06113,2025-08-24,Cut-to-Length Line,B,MC013,OP030,GI Sheet,1016,990,26,64,Quality Inspection,94.4,2.56
PRD06114,2025-07-05,Pickling Line,A,MC005,OP023,CR Coil,724,714,10,37,Tool Change,96.7,1.38
PRD06115,2025-12-30,Pickling Line,C,MC002,OP004,CR Sheet,2271,2216,55,58,Quality Inspection,89.6,2.42
PRD06116,2025-04-05,Slitting Line,C,MC007,OP019,Steel Plate,2462,2362,100,34,Quality Inspection,93.1,4.06
PRD06117,2025-01-11,Pickling Line,C,MC003,OP009,GP Coil,1772,1738,34,41,Material Shortage,91.7,1.92
PRD06118,2025-03-09,Rolling Line,A,MC009,OP003,CR Sheet,535,526,9,89,Mechanical Failure,95.9,1.68
PRD06119,2025-07-29,Slitting Line,C,MC003,OP019,HR Sheet,1636,1565,71,61,Mechanical Failure,94.0,4.34
PRD06120,2025-07-15,Cut-to-Length Line,C,MC006,OP013,Steel Strip,1966,1893,73,46,Quality Inspection,95.0,3.71
PRD06121,2025-04-08,Finishing Line,A,MC010,OP016,CR Sheet,1132,1104,28,34,Quality Inspection,94.8,2.47
PRD06122,2025-04-03,Finishing Line,B,MC003,OP004,Steel Plate,2007,1957,50,16,Quality Inspection,91.2,2.49
PRD06123,2025-01-22,Pickling Line,C,MC020,OP010,Steel Strip,1777,1715,62,66,Power Failure,92.9,3.49
PRD06124,2025-06-21,Cut-to-Length Line,C,MC009,OP026,CR Coil,886,867,19,50,Mechanical Failure,89.6,2.14
PRD06125,2025-05-14,Rolling Line,A,MC012,OP026,Steel Plate,1073,1040,33,64,Mechanical Failure,96.6,3.08
PRD06126,2025-01-25,Cut-to-Length Line,A,MC012,OP003,Steel Plate,2441,2364,77,79,Mechanical Failure,98.7,3.15
PRD06127,2025-07-04,Rolling Line,B,MC016,OP018,CR Sheet,2441,2429,12,28,Power Failure,91.1,0.49
