Production_ID,Date,Production_Line,Shift,Machine_ID,Operator_ID,Product,Planned_Qty,Produced_Qty,Scrap_Qty,Downtime_Minutes,Downtime_Reason,Efficiency_Percent,Scrap_Rate_Percent,Good_Qty,Production_Loss,Downtime_Hours,Month,Quarter,Week,Day_Name,Efficiency_Category
PRD00777,2025-09-08,Rolling Line,C,MC007,OP026,CR Sheet,1581,1531,50,62,Material Shortage,93.4,3.16,1481,50,1.03,September,3,37,Monday,Medium
PRD00778,2025-11-09,Pickling Line,A,MC001,OP004,Steel Strip,2447,2374,73,31,Material Shortage,99.0,2.98,2301,73,0.52,November,4,45,Sunday,High
PRD00779,2025-04-22,Finishing Line,C,MC015,OP007,Steel Strip,1237,1196,41,5,Scheduled Maintenance,95.5,3.31,1155,41,0.08,April,2,17,Tuesday,High
PRD00780,2025-09-12,Finishing Line,B,MC004,OP022,CR Coil,2179,2160,19,18,Scheduled Maintenance,96.4,0.87,2141,19,0.3,September,3,37,Friday,High
PRD00781,2025-10-30,Finishing Line,C,MC013,OP030,GI Sheet,1488,1430,58,37,Scheduled Maintenance,95.5,3.9,1372,58,0.62,October,4,44,Thursday,High
PRD00782,2025-07-26,Finishing Line,A,MC012,OP030,HR Sheet,1127,1103,24,0,Tool Change,98.5,2.13,1079,24,0.0,July,3,30,Saturday,High
PRD00783,2025-08-17,Pickling Line,A,MC001,OP022,HR Coil,1488,1458,30,58,Quality Inspection,94.3,2.02,1428,30,0.97,August,3,33,Sunday,Medium
PRD00784,2025-12-07,Pickling Line,B,MC008,OP021,HR Sheet,618,608,10,34,Tool Change,93.3,1.62,598,10,0.57,December,4,49,Sunday,Medium
PRD00785,2025-03-07,Cut-To-Length Line,B,MC011,OP029,HR Coil,1739,1700,39,63,Scheduled Maintenance,95.8,2.24,1661,39,1.05,March,1,10,Friday,High
PRD00786,2025-03-16,Cut-To-Length Line,A,MC010,OP011,GI Sheet,2058,1946,112,37,Scheduled Maintenance,95.7,5.44,1834,112,0.62,March,1,11,Sunday,High
PRD00787,2025-04-13,Pickling Line,A,MC002,OP016,Steel Strip,1476,1387,89,78,Material Shortage,95.0,6.03,1298,89,1.3,April,2,15,Sunday,Medium
PRD00788,2025-07-11,Rolling Line,C,MC017,OP029,HR Sheet,695,679,16,90,Mechanical Failure,93.9,2.3,663,16,1.5,July,3,28,Friday,Medium
PRD00789,2025-09-09,Finishing Line,A,MC013,OP024,Steel Plate,1354,1284,70,9,Power Failure,97.3,5.17,1214,70,0.15,September,3,37,Tuesday,High
PRD00790,2025-08-14,Pickling Line,B,MC009,OP025,GP Coil,1097,1083,14,78,Scheduled Maintenance,93.0,1.28,1069,14,1.3,August,3,33,Thursday,Medium
PRD00791,2025-10-21,Slitting Line,B,MC016,OP012,GI Sheet,2329,2258,71,31,Quality Inspection,95.5,3.05,2187,71,0.52,October,4,43,Tuesday,High
PRD00792,2025-11-02,Cut-To-Length Line,C,MC017,OP025,Steel Strip,2062,2026,36,59,Mechanical Failure,96.4,1.75,1990,36,0.98,November,4,44,Sunday,High
PRD00793,2025-04-08,Cut-To-Length Line,A,MC010,OP006,CR Coil,657,648,9,54,Scheduled Maintenance,94.3,1.37,639,9,0.9,April,2,15,Tuesday,Medium
PRD00794,2025-12-04,Rolling Line,B,MC017,OP005,CR Coil,1897,1879,18,114,Mechanical Failure,90.8,0.95,1861,18,1.9,December,4,49,Thursday,Medium
PRD00795,2025-10-13,Finishing Line,A,MC020,OP013,CR Sheet,2099,2067,32,20,Mechanical Failure,98.6,1.52,2035,32,0.33,October,4,42,Monday,High
PRD00796,2025-12-01,Slitting Line,A,MC010,OP001,Steel Plate,649,612,37,83,Tool Change,94.0,5.7,575,37,1.38,December,4,49,Monday,Medium
PRD00797,2025-12-13,Rolling Line,B,MC014,OP015,CR Sheet,2233,2175,58,111,Scheduled Maintenance,95.5,2.6,2117,58,1.85,December,4,50,Saturday,High
PRD00798,2025-11-04,Slitting Line,C,MC015,OP019,GI Sheet,1358,1329,29,25,Mechanical Failure,94.0,2.14,1300,29,0.42,November,4,45,Tuesday,Medium
PRD00799,2025-09-06,Cut-To-Length Line,A,MC009,OP008,HR Sheet,777,761,16,123,Mechanical Failure,95.6,2.06,745,16,2.05,September,3,36,Saturday,High
PRD00800,2025-06-15,Finishing Line,A,MC002,OP011,HR Sheet,2368,2330,38,17,Quality Inspection,96.1,1.6,2292,38,0.28,June,2,24,Sunday,High
PRD00801,2025-12-01,Finishing Line,B,MC014,Unknown,Steel Strip,562,542,20,15,Tool Change,88.8,3.56,522,20,0.25,December,4,49,Monday,Low
PRD00802,2025-01-30,Finishing Line,B,MC007,OP001,HR Sheet,907,868,39,23,Scheduled Maintenance,94.2,4.3,829,39,0.38,January,1,5,Thursday,Medium
PRD00803,2025-09-04,Rolling Line,B,MC004,OP012,GP Coil,1518,1485,33,56,Mechanical Failure,93.1,2.17,1452,33,0.93,September,3,36,Thursday,Medium
PRD00804,2025-04-16,Rolling Line,C,MC013,OP016,GI Sheet,677,659,18,142,Mechanical Failure,90.6,2.66,641,18,2.37,April,2,16,Wednesday,Medium
PRD00805,2025-02-20,Pickling Line,C,MC004,OP008,Steel Plate,724,700,24,68,Power Failure,94.8,3.31,676,24,1.13,February,1,8,Thursday,Medium
PRD00806,2025-03-22,Slitting Line,B,MC004,OP027,CR Sheet,1937,1879,58,63,Mechanical Failure,96.0,2.99,1821,58,1.05,March,1,12,Saturday,High
PRD00807,2025-05-13,Finishing Line,B,MC009,OP014,HR Sheet,1609,1561,48,23,Mechanical Failure,94.1,2.98,1513,48,0.38,May,2,20,Tuesday,Medium
PRD00808,2025-10-12,Cut-To-Length Line,C,MC011,OP007,HR Coil,890,877,13,67,Scheduled Maintenance,96.9,1.46,864,13,1.12,October,4,41,Sunday,High
PRD00809,2025-05-18,Finishing Line,A,MC001,OP018,CR Sheet,941,916,25,35,Scheduled Maintenance,97.0,2.66,891,25,0.58,May,2,20,Sunday,High
PRD00810,2025-07-03,Slitting Line,B,MC013,OP022,CR Sheet,956,930,26,24,Tool Change,95.9,2.72,904,26,0.4,July,3,27,Thursday,High
PRD00811,2025-11-26,Pickling Line,B,MC009,OP013,CR Sheet,1683,1632,51,56,Mechanical Failure,91.4,3.03,1581,51,0.93,November,4,48,Wednesday,Medium
PRD00812,2025-09-30,Pickling Line,A,MC018,OP013,Steel Strip,2454,2410,44,57,Quality Inspection,95.4,1.79,2366,44,0.95,September,3,40,Tuesday,High
PRD00813,2025-12-06,Slitting Line,C,MC007,OP009,GI Sheet,708,687,21,46,Tool Change,97.9,2.97,666,21,0.77,December,4,49,Saturday,High
PRD00814,2025-03-10,Pickling Line,C,MC014,OP024,Steel Plate,2185,2131,54,102,Quality Inspection,93.0,2.47,2077,54,1.7,March,1,11,Monday,Medium
PRD00815,2025-02-03,Pickling Line,B,MC017,OP022,Steel Plate,1933,1825,108,45,Quality Inspection,96.9,5.59,1717,108,0.75,February,1,6,Monday,High
PRD00816,2025-09-19,Pickling Line,C,MC018,OP018,HR Coil,1491,1441,50,37,Scheduled Maintenance,88.6,3.35,1391,50,0.62,September,3,38,Friday,Low
PRD00817,2025-02-22,Slitting Line,B,MC001,OP027,Steel Plate,1488,1429,59,73,Scheduled Maintenance,95.3,3.97,1370,59,1.22,February,1,8,Saturday,High
PRD00818,2025-07-24,Rolling Line,C,MC009,OP003,CR Sheet,1560,1494,66,145,Scheduled Maintenance,90.4,4.23,1428,66,2.42,July,3,30,Thursday,Medium
PRD00819,2025-05-06,Pickling Line,A,MC010,OP003,GP Coil,663,646,17,62,Quality Inspection,96.6,2.56,629,17,1.03,May,2,19,Tuesday,High
PRD00820,2025-08-23,Slitting Line,A,MC016,OP014,Steel Plate,1185,1161,24,52,Power Failure,93.3,2.03,1137,24,0.87,August,3,34,Saturday,Medium
PRD00821,2025-02-12,Rolling Line,A,MC011,OP009,CR Sheet,2397,2317,80,149,Scheduled Maintenance,93.1,3.34,2237,80,2.48,February,1,7,Wednesday,Medium
PRD00822,2025-08-28,Slitting Line,B,MC004,OP016,HR Coil,2173,2139,34,62,Power Failure,93.4,1.56,2105,34,1.03,August,3,35,Thursday,Medium
PRD00823,2025-04-21,Slitting Line,A,MC019,OP025,CR Sheet,970,949,21,32,Material Shortage,95.0,2.16,928,21,0.53,April,2,17,Monday,Medium
PRD00824,2025-09-06,Slitting Line,A,MC008,OP005,Steel Strip,888,835,53,43,Scheduled Maintenance,98.0,5.97,782,53,0.72,September,3,36,Saturday,High
PRD00825,2025-05-31,Rolling Line,C,MC003,OP030,HR Sheet,1011,974,37,96,Scheduled Maintenance,92.7,3.66,937,37,1.6,May,2,22,Saturday,Medium
PRD00826,2025-07-02,Pickling Line,C,MC004,OP013,CR Sheet,2238,2154,84,6,Material Shortage,90.8,3.75,2070,84,0.1,July,3,27,Wednesday,Medium
PRD00827,2025-12-02,Cut-To-Length Line,B,MC008,OP027,GI Sheet,2096,2032,64,131,Mechanical Failure,94.9,3.05,1968,64,2.18,December,4,49,Tuesday,Medium
PRD00828,2025-04-05,Cut-To-Length Line,C,MC012,OP021,Steel Plate,1663,1609,54,52,Quality Inspection,90.5,3.25,1555,54,0.87,April,2,14,Saturday,Medium
PRD00829,2025-01-08,Finishing Line,C,MC005,OP008,Steel Plate,519,495,24,12,Material Shortage,94.3,4.62,471,24,0.2,January,1,2,Wednesday,Medium
PRD00830,2025-12-26,Pickling Line,B,MC003,OP029,GP Coil,2429,2400,29,54,Material Shortage,94.2,1.19,2371,29,0.9,December,4,52,Friday,Medium
PRD00831,2025-07-03,Pickling Line,B,MC005,OP019,HR Coil,2189,2174,15,5,Material Shortage,96.6,0.69,2159,15,0.08,July,3,27,Thursday,High
PRD00832,2025-10-08,Finishing Line,C,MC004,OP009,HR Coil,1791,1756,35,26,Power Failure,87.7,1.95,1721,35,0.43,October,4,41,Wednesday,Low
PRD00833,2025-07-14,Pickling Line,B,MC011,OP021,Steel Strip,605,585,20,90,Mechanical Failure,91.1,3.31,565,20,1.5,July,3,29,Monday,Medium
PRD00834,2025-12-18,Cut-To-Length Line,A,MC016,OP009,HR Coil,1521,1482,39,87,Power Failure,95.3,2.56,1443,39,1.45,December,4,51,Thursday,High
PRD00835,2025-07-14,Pickling Line,B,MC018,OP010,HR Coil,972,949,23,57,Quality Inspection,94.5,2.37,926,23,0.95,July,3,29,Monday,Medium
PRD00836,2025-06-04,Slitting Line,B,MC006,OP009,Steel Strip,1147,1102,45,21,Mechanical Failure,96.4,3.92,1057,45,0.35,June,2,23,Wednesday,High
PRD00837,2025-04-03,Cut-To-Length Line,C,MC016,OP012,HR Coil,1895,1865,30,31,Material Shortage,99.0,1.58,1835,30,0.52,April,2,14,Thursday,High
PRD00838,2025-06-09,Rolling Line,B,MC001,OP012,CR Coil,1799,1774,25,60,Power Failure,96.2,1.39,1749,25,1.0,June,2,24,Monday,High
PRD00839,2025-03-02,Slitting Line,C,MC019,OP011,HR Sheet,2493,2402,91,49,Power Failure,91.6,3.65,2311,91,0.82,March,1,9,Sunday,Medium
PRD00840,2025-05-02,Slitting Line,C,MC020,OP020,GI Sheet,972,950,22,52,Tool Change,94.6,2.26,928,22,0.87,May,2,18,Friday,Medium
PRD00841,2025-02-20,Slitting Line,A,MC016,OP018,Steel Plate,739,701,38,30,Tool Change,99.0,5.14,663,38,0.5,February,1,8,Thursday,High
PRD00842,2025-10-04,Slitting Line,C,MC010,OP007,Steel Plate,1058,1033,25,22,Quality Inspection,94.7,2.36,1008,25,0.37,October,4,40,Saturday,Medium
PRD00843,2025-01-05,Pickling Line,A,MC014,OP001,Steel Plate,1873,1786,87,7,Quality Inspection,97.7,4.64,1699,87,0.12,January,1,1,Sunday,High
PRD00844,2025-04-02,Cut-To-Length Line,B,MC018,OP007,GP Coil,2239,2225,14,29,Quality Inspection,91.6,0.63,2211,14,0.48,April,2,14,Wednesday,Medium
PRD00845,2025-06-19,Cut-To-Length Line,C,MC013,OP001,HR Coil,1531,1503,28,97,Scheduled Maintenance,93.5,1.83,1475,28,1.62,June,2,25,Thursday,Medium
PRD00846,2025-11-13,Slitting Line,B,MC013,OP014,GI Sheet,970,954,16,60,Tool Change,93.5,1.65,938,16,1.0,November,4,46,Thursday,Medium
PRD00847,2025-01-22,Finishing Line,C,MC015,OP013,Steel Plate,1604,1555,49,36,Power Failure,94.3,3.05,1506,49,0.6,January,1,4,Wednesday,Medium
PRD00848,2025-11-22,Pickling Line,A,MC004,OP021,Steel Strip,1143,1101,42,34,Power Failure,95.9,3.67,1059,42,0.57,November,4,47,Saturday,High
PRD00849,2025-01-01,Slitting Line,C,MC018,OP013,HR Coil,1204,1184,20,57,Quality Inspection,93.5,1.66,1164,20,0.95,January,1,1,Wednesday,Medium
PRD00850,2025-05-13,Finishing Line,A,MC015,OP017,HR Coil,1816,1758,58,24,Power Failure,95.2,3.19,1700,58,0.4,May,2,20,Tuesday,High
PRD00851,2025-08-21,Cut-To-Length Line,B,MC006,OP008,HR Coil,1703,1668,35,44,Material Shortage,94.2,2.06,1633,35,0.73,August,3,34,Thursday,Medium
PRD00852,2025-01-12,Cut-To-Length Line,B,MC010,OP017,GP Coil,1498,1471,27,69,Power Failure,96.7,1.8,1444,27,1.15,January,1,2,Sunday,High
PRD00853,2025-12-12,Rolling Line,B,MC015,OP030,GI Sheet,1787,1731,56,146,Tool Change,92.7,3.13,1675,56,2.43,December,4,50,Friday,Medium
PRD00854,2025-02-15,Pickling Line,A,MC001,OP013,Steel Strip,1940,1920,20,65,Quality Inspection,94.5,1.03,1900,20,1.08,February,1,7,Saturday,Medium
PRD00855,2025-02-03,Finishing Line,B,MC005,OP022,Steel Plate,1112,1045,67,24,Mechanical Failure,96.2,6.03,978,67,0.4,February,1,6,Monday,High
PRD00856,2025-03-19,Pickling Line,B,MC009,OP017,CR Coil,626,623,3,76,Power Failure,92.8,0.48,620,3,1.27,March,1,12,Wednesday,Medium
PRD00857,2025-08-06,Cut-To-Length Line,B,MC014,OP015,CR Sheet,1645,1605,40,35,Mechanical Failure,93.5,2.43,1565,40,0.58,August,3,32,Wednesday,Medium
PRD00858,2025-10-28,Pickling Line,B,MC011,OP002,GP Coil,918,904,14,59,Tool Change,94.1,1.53,890,14,0.98,October,4,44,Tuesday,Medium
PRD00859,2025-03-14,Finishing Line,B,MC006,OP013,HR Sheet,1676,1630,46,16,Material Shortage,95.7,2.74,1584,46,0.27,March,1,11,Friday,High
PRD00860,2025-10-09,Slitting Line,C,MC016,OP020,Steel Strip,1714,1676,38,15,Material Shortage,93.9,2.22,1638,38,0.25,October,4,41,Thursday,Medium
PRD00861,2025-09-06,Pickling Line,C,MC009,OP029,CR Sheet,2384,2299,85,15,Power Failure,92.2,3.57,2214,85,0.25,September,3,36,Saturday,Medium
PRD00862,2025-02-16,Rolling Line,B,MC003,OP028,GP Coil,795,787,8,50,Tool Change,95.9,1.01,779,8,0.83,February,1,7,Sunday,High
PRD00863,2025-05-01,Cut-To-Length Line,B,MC008,OP008,CR Coil,2353,2320,33,55,Mechanical Failure,94.9,1.4,2287,33,0.92,May,2,18,Thursday,Medium
PRD00864,2025-08-02,Cut-To-Length Line,B,MC017,OP003,GP Coil,1167,1144,23,32,Material Shortage,96.2,1.97,1121,23,0.53,August,3,31,Saturday,High
PRD00865,2025-08-27,Rolling Line,A,MC009,OP024,Steel Plate,552,535,17,80,Mechanical Failure,97.4,3.08,518,17,1.33,August,3,35,Wednesday,High
PRD00866,2025-02-25,Cut-To-Length Line,A,MC017,OP007,GI Sheet,2390,2329,61,73,Power Failure,98.1,2.55,2268,61,1.22,February,1,9,Tuesday,High
PRD00867,2025-12-16,Slitting Line,A,MC005,OP028,GI Sheet,1830,1778,52,31,Quality Inspection,94.8,2.84,1726,52,0.52,December,4,51,Tuesday,Medium
PRD00868,2025-04-17,Rolling Line,A,MC011,OP022,Steel Plate,2019,1898,121,131,Power Failure,92.7,5.99,1777,121,2.18,April,2,16,Thursday,Medium
PRD00869,2025-11-15,Slitting Line,B,MC006,OP026,Steel Plate,2102,2036,66,65,Quality Inspection,92.2,3.14,1970,66,1.08,November,4,46,Saturday,Medium
PRD00870,2025-02-17,Rolling Line,B,MC014,OP017,GI Sheet,821,801,20,41,Mechanical Failure,93.0,2.44,781,20,0.68,February,1,8,Monday,Medium
PRD00871,2025-03-02,Slitting Line,A,MC003,OP006,Steel Strip,2371,2289,82,25,Quality Inspection,95.3,3.46,2207,82,0.42,March,1,9,Sunday,High
PRD00872,2025-12-03,Slitting Line,C,MC017,OP006,Steel Plate,881,835,46,73,Tool Change,91.6,5.22,789,46,1.22,December,4,49,Wednesday,Medium
PRD00873,2025-01-26,Cut-To-Length Line,C,MC004,OP026,CR Sheet,1764,1712,52,57,Tool Change,91.1,2.95,1660,52,0.95,January,1,4,Sunday,Medium
PRD00874,2025-10-19,Cut-To-Length Line,C,MC008,OP024,HR Sheet,1250,1194,56,74,Tool Change,90.2,4.48,1138,56,1.23,October,4,42,Sunday,Medium
PRD00875,2025-09-14,Cut-To-Length Line,B,MC006,OP011,GP Coil,737,725,12,92,Power Failure,97.7,1.63,713,12,1.53,September,3,37,Sunday,High
PRD00876,2025-01-08,Rolling Line,A,MC011,OP006,GI Sheet,1263,1230,33,60,Material Shortage,96.6,2.61,1197,33,1.0,January,1,2,Wednesday,High
PRD00877,2025-04-23,Finishing Line,A,MC001,OP002,CR Coil,1876,1829,47,13,Power Failure,95.9,2.51,1782,47,0.22,April,2,17,Wednesday,High
PRD00878,2025-12-21,Cut-To-Length Line,A,MC015,OP026,CR Coil,1964,1932,32,82,Tool Change,97.9,1.63,1900,32,1.37,December,4,51,Sunday,High
PRD00879,2025-09-10,Rolling Line,A,MC016,OP003,Steel Plate,2298,2240,58,116,Power Failure,96.7,2.52,2182,58,1.93,September,3,37,Wednesday,High
PRD00880,2025-06-29,Finishing Line,C,MC002,OP002,CR Coil,2314,2279,35,37,Tool Change,95.0,1.51,2244,35,0.62,June,2,26,Sunday,Medium
PRD00881,2025-07-26,Rolling Line,C,MC013,OP003,CR Coil,1645,1623,22,108,Mechanical Failure,92.6,1.34,1601,22,1.8,July,3,30,Saturday,Medium
PRD00882,2025-10-30,Pickling Line,C,MC012,OP001,GI Sheet,594,575,19,41,Tool Change,91.2,3.2,556,19,0.68,October,4,44,Thursday,Medium
PRD00883,2025-05-07,Pickling Line,C,MC014,OP007,GP Coil,2463,2451,12,54,Tool Change,90.9,0.49,2439,12,0.9,May,2,19,Wednesday,Medium
PRD00884,2025-02-25,Slitting Line,B,MC001,OP021,HR Coil,1585,1565,20,37,Tool Change,99.0,1.26,1545,20,0.62,February,1,9,Tuesday,High
PRD00885,2025-08-02,Finishing Line,C,MC011,OP016,HR Sheet,1349,1327,22,21,Tool Change,87.4,1.63,1305,22,0.35,August,3,31,Saturday,Low
PRD00886,2025-01-14,Pickling Line,C,MC004,OP025,CR Coil,2427,2391,36,86,Tool Change,95.0,1.48,2355,36,1.43,January,1,3,Tuesday,Medium
PRD00887,2025-01-28,Rolling Line,B,MC013,OP016,Steel Plate,593,565,28,75,Material Shortage,91.9,4.72,537,28,1.25,January,1,5,Tuesday,Medium
PRD00888,2025-03-19,Finishing Line,A,MC020,OP023,HR Coil,768,758,10,28,Mechanical Failure,96.4,1.3,748,10,0.47,March,1,12,Wednesday,High
PRD00889,2025-08-04,Finishing Line,A,MC006,OP017,CR Coil,2265,2243,22,21,Material Shortage,99.0,0.97,2221,22,0.35,August,3,32,Monday,High
PRD00890,2025-12-31,Cut-To-Length Line,B,MC005,OP001,CR Sheet,1425,1400,25,48,Scheduled Maintenance,95.5,1.75,1375,25,0.8,December,4,1,Wednesday,High
PRD00891,2025-06-03,Pickling Line,A,MC004,OP018,GP Coil,2183,2168,15,38,Mechanical Failure,99.0,0.69,2153,15,0.63,June,2,23,Tuesday,High
PRD00892,2025-01-14,Rolling Line,C,MC013,OP007,Steel Strip,1597,1554,43,109,Mechanical Failure,95.8,2.69,1511,43,1.82,January,1,3,Tuesday,High
PRD00893,2025-07-06,Cut-To-Length Line,B,MC018,OP023,CR Coil,864,849,15,88,Quality Inspection,94.7,1.74,834,15,1.47,July,3,27,Sunday,Medium
PRD00894,2025-11-08,Rolling Line,B,MC013,OP009,Steel Plate,2191,2096,95,38,Scheduled Maintenance,96.9,4.34,2001,95,0.63,November,4,45,Saturday,High
PRD00895,2025-01-07,Rolling Line,A,MC008,OP003,CR Sheet,902,881,21,70,Quality Inspection,97.0,2.33,860,21,1.17,January,1,2,Tuesday,High
PRD00896,2025-01-03,Pickling Line,B,MC019,OP016,GP Coil,2165,2139,26,80,Mechanical Failure,91.6,1.2,2113,26,1.33,January,1,1,Friday,Medium
PRD00897,2025-04-21,Rolling Line,B,MC015,OP003,Steel Plate,1056,993,63,87,Mechanical Failure,93.9,5.97,930,63,1.45,April,2,17,Monday,Medium
PRD00898,2025-08-26,Rolling Line,C,MC001,OP030,Steel Plate,1614,1537,77,68,Quality Inspection,99.0,4.77,1460,77,1.13,August,3,35,Tuesday,High
PRD00899,2025-12-29,Pickling Line,B,MC011,OP024,Steel Plate,2080,1962,118,68,Scheduled Maintenance,93.9,5.67,1844,118,1.13,December,4,1,Monday,Medium
PRD00900,2025-08-27,Rolling Line,C,MC016,OP006,Steel Plate,1841,1740,101,75,Quality Inspection,87.1,5.49,1639,101,1.25,August,3,35,Wednesday,Low
PRD00901,2025-10-01,Rolling Line,B,MC010,OP019,Steel Plate,2471,2372,99,71,Scheduled Maintenance,94.0,4.01,2273,99,1.18,October,4,40,Wednesday,Medium
PRD00902,2025-10-21,Rolling Line,B,MC007,OP024,GP Coil,1959,1919,40,22,Scheduled Maintenance,96.4,2.04,1879,40,0.37,October,4,43,Tuesday,High
PRD00903,2025-08-15,Rolling Line,C,MC008,OP014,GI Sheet,928,899,29,45,Power Failure,90.3,3.12,870,29,0.75,August,3,33,Friday,Medium
PRD00904,2025-01-15,Cut-To-Length Line,C,MC020,OP003,CR Sheet,1472,1433,39,80,Tool Change,95.3,2.65,1394,39,1.33,January,1,3,Wednesday,High
PRD00905,2025-07-11,Finishing Line,A,MC016,OP006,GP Coil,2303,2245,58,29,Quality Inspection,97.4,2.52,2187,58,0.48,July,3,28,Friday,High
PRD00906,2025-04-29,Pickling Line,C,MC010,OP017,GI Sheet,1010,966,44,30,Tool Change,92.2,4.36,922,44,0.5,April,2,18,Tuesday,Medium
PRD00907,2025-01-28,Pickling Line,A,MC004,OP004,CR Sheet,1683,1613,70,48,Power Failure,96.8,4.16,1543,70,0.8,January,1,5,Tuesday,High
PRD00908,2025-07-21,Rolling Line,B,MC012,OP022,Steel Strip,2290,2202,88,77,Mechanical Failure,96.8,3.84,2114,88,1.28,July,3,30,Monday,High
PRD00909,2025-02-08,Rolling Line,A,MC016,OP021,GP Coil,2180,2144,36,106,Power Failure,94.6,1.65,2108,36,1.77,February,1,6,Saturday,Medium
PRD00910,2025-09-30,Slitting Line,B,MC018,OP004,HR Sheet,1323,1295,28,34,Scheduled Maintenance,96.0,2.12,1267,28,0.57,September,3,40,Tuesday,High
PRD00911,2025-08-19,Pickling Line,B,MC016,OP010,Steel Plate,2139,2056,83,49,Scheduled Maintenance,92.0,3.88,1973,83,0.82,August,3,34,Tuesday,Medium
PRD00912,2025-03-27,Cut-To-Length Line,B,MC013,OP015,GP Coil,1800,1757,43,77,Quality Inspection,95.3,2.39,1714,43,1.28,March,1,13,Thursday,High
PRD00913,2025-05-06,Cut-To-Length Line,B,MC016,OP017,GP Coil,1684,1654,30,62,Quality Inspection,94.8,1.78,1624,30,1.03,May,2,19,Tuesday,Medium
PRD00914,2025-10-27,Slitting Line,B,MC015,OP020,GI Sheet,1355,1333,22,0,Power Failure,93.8,1.62,1311,22,0.0,October,4,44,Monday,Medium
PRD00915,2025-01-25,Rolling Line,A,MC008,OP017,GP Coil,2090,2054,36,131,Power Failure,94.4,1.72,2018,36,2.18,January,1,4,Saturday,Medium
PRD00916,2025-05-25,Cut-To-Length Line,C,MC015,OP011,Steel Strip,879,851,28,69,Tool Change,92.1,3.19,823,28,1.15,May,2,21,Sunday,Medium
PRD00917,2025-01-13,Slitting Line,B,MC007,OP026,CR Sheet,750,731,19,56,Material Shortage,93.9,2.53,712,19,0.93,January,1,3,Monday,Medium
PRD00918,2025-07-31,Cut-To-Length Line,B,MC020,OP004,GP Coil,1091,1070,21,0,Tool Change,96.6,1.92,1049,21,0.0,July,3,31,Thursday,High
PRD00919,2025-01-25,Pickling Line,C,MC019,OP013,CR Coil,1526,1504,22,47,Material Shortage,89.5,1.44,1482,22,0.78,January,1,4,Saturday,Low
PRD00920,2025-03-09,Cut-To-Length Line,A,MC014,OP019,Steel Plate,586,569,17,103,Tool Change,98.4,2.9,552,17,1.72,March,1,10,Sunday,High
PRD00921,2025-03-08,Finishing Line,B,MC006,OP014,HR Sheet,1962,1910,52,18,Material Shortage,94.5,2.65,1858,52,0.3,March,1,10,Saturday,Medium
PRD00922,2025-08-21,Finishing Line,C,MC013,OP023,Steel Plate,2181,2078,103,16,Tool Change,94.2,4.72,1975,103,0.27,August,3,34,Thursday,Medium
PRD00923,2025-04-19,Pickling Line,A,MC012,OP011,CR Coil,1533,1510,23,51,Mechanical Failure,96.5,1.5,1487,23,0.85,April,2,16,Saturday,High
PRD00924,2025-05-26,Pickling Line,B,MC007,OP022,Steel Strip,1043,1014,29,95,Tool Change,94.3,2.78,985,29,1.58,May,2,22,Monday,Medium
PRD00925,2025-04-21,Slitting Line,C,MC020,OP006,GP Coil,735,726,9,36,Tool Change,85.0,1.22,717,9,0.6,April,2,17,Monday,Low
PRD00926,2025-08-16,Finishing Line,A,MC003,OP016,HR Coil,832,809,23,35,Mechanical Failure,94.7,2.76,786,23,0.58,August,3,33,Saturday,Medium
PRD00927,2025-04-21,Pickling Line,B,MC003,OP026,GP Coil,966,944,22,43,Power Failure,96.4,2.28,922,22,0.72,April,2,17,Monday,High
PRD00928,2025-02-03,Rolling Line,B,MC003,OP030,Steel Plate,2323,2235,88,60,Material Shortage,94.0,3.79,2147,88,1.0,February,1,6,Monday,Medium
PRD00929,2025-04-21,Pickling Line,B,MC015,OP011,CR Sheet,794,770,24,49,Tool Change,93.3,3.02,746,24,0.82,April,2,17,Monday,Medium
PRD00930,2025-09-21,Rolling Line,C,MC016,OP019,CR Sheet,2368,2302,66,45,Quality Inspection,95.5,2.79,2236,66,0.75,September,3,38,Sunday,High
PRD00931,2025-08-24,Pickling Line,C,MC013,OP006,GP Coil,2274,2244,30,33,Mechanical Failure,93.4,1.32,2214,30,0.55,August,3,34,Sunday,Medium
PRD00932,2025-03-24,Pickling Line,B,MC016,OP012,HR Coil,508,498,10,49,Mechanical Failure,98.6,1.97,488,10,0.82,March,1,13,Monday,High
PRD00933,2025-02-11,Slitting Line,C,MC002,OP019,CR Coil,1791,1768,23,39,Scheduled Maintenance,95.8,1.28,1745,23,0.65,February,1,7,Tuesday,High
PRD00934,2025-04-11,Rolling Line,C,MC006,OP023,HR Sheet,1529,1484,45,68,Material Shortage,85.3,2.94,1439,45,1.13,April,2,15,Friday,Low
PRD00935,2025-01-06,Finishing Line,A,MC017,OP018,Steel Plate,2093,2000,93,18,Material Shortage,95.5,4.44,1907,93,0.3,January,1,2,Monday,High
PRD00936,2025-06-29,Cut-To-Length Line,C,MC006,OP014,HR Coil,967,954,13,25,Quality Inspection,95.1,1.34,941,13,0.42,June,2,26,Sunday,High
PRD00937,2025-10-09,Finishing Line,C,MC018,OP009,HR Coil,605,592,13,11,Power Failure,91.4,2.15,579,13,0.18,October,4,41,Thursday,Medium
PRD00938,2025-11-16,Slitting Line,A,MC012,OP010,HR Coil,1479,1455,24,55,Material Shortage,96.5,1.62,1431,24,0.92,November,4,46,Sunday,High
